ocid,source_month,n_releases_in_record,buyer_id,buyer_name,buyer_department_raw,tender_title,tender_description,procurement_method,procurement_method_details,main_category,tender_value_amount,tender_currency,tender_date_published,num_tenderers,is_single_bidder_award,num_awards,award_value_amount,award_currency,winning_suppliers,encoding_fixed,buyer_department,department_is_valid
ocds-dgv273-seacev3-1225695,2026-07,6,PE-CONSUCODE-767,MUNICIPALIDAD DISTRITAL DE LIMATAMBO,CUSCO,RES-PROC-1-2026-MDL/A-1,EJECUCIÓN DEL PROYECTO DE INVERSIÓN CREACION DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN ESPACIOS DE RECREACION PASIVA Y ACTIVA EN LA LOCALIDAD DE LIMATAMBO DISTRITO DE LIMATAMBO DE LA PROVINCIA DE ANTA DEL DEPARTAMENTO DE CUSCO.,open,Regímen Especial,works,11795622.08,PEN,2026-07-22T16:13:00-05:00,2,False,1,11795622.08,PEN,CONSORCIO LOSAS,False,CUSCO,True
ocds-dgv273-seacev3-1225701,2026-07,13,PE-CONSUCODE-1564,MUNICIPALIDAD DISTRITAL DE SIMON BOLIVAR,PASCO,LP-ABR-4-2026-MDSB/OBRAS-CS-1,"¿CONSTRUCCIÓN DE CERCO PERIMETRICO, TRIBUNA Y/O PALCO Y SERVICIOS HIGIENICOS Y/O VESTIDORES; EN EL (LA) POLIDEPORTIVO EN EL CENTRO POBLADO DE QUIULACOCHA, DISTRITO DE SIMON BOLIVAR, PROVINCIA PASCO, DEPARTAMENTO DE PASCO. CON CUI 2716381",,Licitación Pública Abreviada,works,690756.13,PEN,2026-07-07T14:29:00-05:00,10,False,1,690756.13,PEN,CONSORCIO QUIULACOCHA,False,PASCO,True
ocds-dgv273-seacev3-1225707,2026-08,5,PE-CONSUCODE-200155,"CENTRO DE EXPORTACIÓN, TRANSFORMACIÓN, INDUSTRIA, COMERCIO Y SERVICIOS DE PAITA",PIURA,INTER-PROC-1-2026-ZED PAITA-1,SERVICIO DE AFILIACIÓN BAJO SUSCRIPCIÓN A LA ASOCIACIÓN DE ZONAS FRANCAS DE LAS AMÉRICAS - AZFA PARA EL ACCESO A SERVICIOS ESPECIALIZADOS DE ASISTENCIA TÉCNICA QUE BRINDA LA ASOCIACIÓN,open,Contratación Internacional,services,2600.0,USD,2026-08-11T15:26:00-05:00,1,True,1,2600.0,USD,ASOCIACION DE ZONAS FRANCAS DE LAS AMERICAS AZFA,False,PIURA,True
ocds-dgv273-seacev3-1225781,2026-07,23,PE-CONSUCODE-200038,DIRECCIÓN DE SANIDAD DE LA PNP,LIMA,LP-SM-9-2026-DIRSAPOL-UE 020-1,ADQUISICION DE DISPOSITIVOS MÉDICOS ESENCIALES DE USO COMÚN PARA LAS IPRESS PNP NIVEL NACIONAL AF-2026,open,Licitación Pública,goods,0.0,PEN,2026-07-14T12:42:00-05:00,0,,0,,,,False,LIMA,True
ocds-dgv273-seacev3-1225845,2026-07,49,PE-CONSUCODE-10449,GOBIERNO REGIONAL DE CUSCO - DIRECCION REGIONAL DE TRANSPORTES Y COMUNICACIONES CUSCO,CUSCO,CP SER-SM-26-2026-GRTC.-1,"SERVICIO DE MANTENIMIENTO PERIODICO DE LA LA  RED DEPARTAMENTAL NO PAVIMENTADA CU - 143 TRAMO: EMP. PE-3SG (BUENA VISTA) ¿ TUCYRI - ORJAMA - PFOCCOCHALA - DV. HUARCCAYA - EMP. PE-3SG DE DISTRITO DE SANTO TOMAS, PROVINCIA DE CHUMBIVILCAS, DEPARTAMENTO DE CUSCO.",,Concurso Público de Servicios,services,0.0,PEN,2026-07-24T21:58:00-05:00,0,,0,,,,False,CUSCO,True
ocds-dgv273-seacev3-1225876,2026-07,13,PE-CONSUCODE-1564,MUNICIPALIDAD DISTRITAL DE SIMON BOLIVAR,PASCO,LP-ABR-6-2026-MDSB/OBRAS-CS-1,"¿CONSTRUCCIÓN DE CERCO PERIMETRICO, TRIBUNA Y/O PALCO Y SERVICIOS HIGIENICOS Y/O VESTIDORES; EN EL (LA) POLIDEPORTIVO EN EL CENTRO POBLADO DE CHAMPAMARCA, DISTRITO DE SIMON BOLIVAR, PROVINCIA PASCO, DEPARTAMENTO DE PASCO. CON CUI 2717825",,Licitación Pública Abreviada,works,497211.86,PEN,2026-07-07T21:16:00-05:00,10,False,1,497211.86,PEN,CONSORCIO CHAMPAMARCA,False,PASCO,True
ocds-dgv273-seacev3-1225920,2026-07,13,PE-CONSUCODE-1564,MUNICIPALIDAD DISTRITAL DE SIMON BOLIVAR,PASCO,LP-ABR-5-2026-MDSB/OBRAS-CS-1,"¿CONSTRUCCIÓN DE CERCO PERIMETRICO, TRIBUNA Y/O PALCO Y SERVICIOS HIGIENICOS Y/O VESTIDORES; EN EL (LA) POLIDEPORTIVO EN EL CENTRO POBLADO DE YURAJHUANCA, DISTRITO DE SIMON BOLIVAR, PROVINCIA PASCO, DEPARTAMENTO DE PASCO. CON CUI 2696879",,Licitación Pública Abreviada,works,882749.88,PEN,2026-07-07T21:16:00-05:00,10,False,1,882749.88,PEN,CONSORCIO YURAJHUANCA,False,PASCO,True
ocds-dgv273-seacev3-1226024,2026-07,8,PE-CONSUCODE-41,GOBIERNO REGIONAL DE JUNIN SEDE CENTRAL,JUNIN,SIE-SIE-8-2026-GRJ-1,"SUMINISTRO DE DIÉSEL B5 S-50, PARA LA IOARR: REPARACION DE PLATAFORMA; EN NUEVE CARRETERAS VECINAL A NIVEL DEPARTAMENTAL (JUNIN). CON CUI: 2723680",open,Subasta Inversa Electrónica,goods,112500.0,PEN,2026-07-02T16:15:00-05:00,2,,0,,,,False,JUNIN,True
ocds-dgv273-seacev3-1226107,2026-07,13,PE-CONSUCODE-745,MUNICIPALIDAD DISTRITAL DE LA PUNTA,CALLAO,CP-ABR-1-2026-MDLP/CS-3,SERVICIO DE INSTALACIÓN DE RED DE FIBRA ÓPTICA PARA EL MEJORAMIENTO DE LA RED E INFRAESTRUCTURA DIGITAL A TODO COSTO PARA LA MUNICIPALIDAD DISTRITAL DE LA PUNTA,,Concurso Público Abreviado,services,105000.0,PEN,2026-07-02T17:01:00-05:00,9,False,1,104969.69,PEN,VIAS DE TELECOMUNICACIONES E.I.R.L,False,CALLAO,True
ocds-dgv273-seacev3-1226129,2026-07,20,PE-CONSUCODE-918,MUNICIPALIDAD DISTRITAL DE SALCABAMBA,HUANCAVELICA,LP-ABR-6-2026-CS/MDS-1,"CONTRATACION DE UNA PERSONA NATURAL Y/O JURIDICA PARA LA EJECUCION DE OBRA POR CONTRATA ""CREACIÓN DEL LOCAL COMUNAL DE USOS MÚLTIPLES EN LA LOCALIDAD DE MANCHAY ¿ MATIBAMBA, DISTRITO DE SALCABAMBA - PROVINCIA DE TAYACAJA - DEPARTAMENTO DE HUANCAVELICA¿ CUI N° 2524139 ¿ II ETAPA",,Licitación Pública Abreviada,works,335941.46,PEN,2026-07-14T21:40:00-05:00,5,False,1,335941.46,PEN,CONSORCIO MATIBAMBA,False,HUANCAVELICA,True
ocds-dgv273-seacev3-1226236,2026-07,15,PE-CONSUCODE-278,MUNICIPALIDAD DISTRITAL DE NUEVO CHIMBOTE,ANCASH,CP-ABR-55-2026-MDNCH/OC-1,CONTRATACION PARA LA EJECUCIÓN DEL SERVICIO: MANTENIMIENTO DEL PARQUE PASEO DEL MAR EN LA MZ PQ LOTE 11 SECTOR 6 DE LA P.H.U. PASEO DEL MAR DEL DISTRITO DE NUEVO CHIMBOTE - SANTA - ANCASH,,Concurso Público Abreviado,services,287746.13,PEN,2026-07-07T16:57:00-05:00,7,False,1,279113.75,PEN,CONSORCIO NUEVO CHIMBOTE,False,ANCASH,True
ocds-dgv273-seacev3-1226281,2026-07,5,PE-CONSUCODE-2543,SEGURO SOCIAL DE  SALUD,LIMA,LP-ABR-1-2026-ESSALUD-RPA-2,"ADQUSICION DE AGUJA PARA ELECTROMIOGRAFIA DESCARTABLE 37 MM PARA EL HOSPITAL NACIONAL GUILLERMO ALMENARA IRIGOYEN, POR UN PERIODO DE DOCE (12) MESES.",,Licitación Pública Abreviada,goods,0.0,PEN,2026-07-30T08:39:00-05:00,0,,0,,,,False,LIMA,True
ocds-dgv273-seacev3-1226468,2026-07,25,PE-CONSUCODE-29,PRESIDENCIA DEL CONSEJO DE MINISTROS,LIMA,CP SER-SM-5-2026-PCM-1,"SERVICIO DE MANTENIMIENTO PREVENTIVO, CORRECTIVO, SOPORTE TÉCNICO Y GARANTÍA PARA LA SOLUCIÓN DE GABINETES Y AIRE ACONDICIONADO DE PRECISIÓN DE LA MARCA RITTAL DE LAS SEDES DE LA PCM",,Concurso Público de Servicios,services,1038000.0,PEN,2026-07-21T16:03:00-05:00,19,,0,,,,False,LIMA,True
ocds-dgv273-seacev3-1226728,2026-07,12,PE-CONSUCODE-1850,MUNICIPALIDAD PROVINCIAL DE JORGE BASADRE - LOCUMBA,TACNA,LP-ABR-15-2026-CS/MPJB-1,"CONTRATACIÓN PARA LA EJECUCIÓN DE LA OBRA: OBRA ¿MEJORAMIENTO DEL SERVICIO DE ACCESIBILIDAD A LA ADQUISICIÓN DE PRODUCTOS DE PRIMERA NECESIDAD EN EL MERCADO MUNICIPAL DE LOCUMBA, DISTRITO DE LOCUMBA DE LA PROVINCIA DE JORGE BASADRE DEL DEPARTAMENTO DE TACNA¿ CON CUI N°2667166",,Licitación Pública Abreviada,works,1513112.16,PEN,2026-07-01T15:19:00-05:00,9,,0,,,,False,TACNA,True
ocds-dgv273-seacev3-1226736,2026-07,8,PE-CONSUCODE-10248,MARINA DE GUERRA DEL PERU,CALLAO,LP-ABR-86-2025-MGP/DIRCOMAR-2,ADQUISICIÓN DE TRES (3) EMBARCACIONES MENORES PARA TRANSPORTE DE PERSONAL DE LAS UNIDADES HIDROGRÁFICAS DERIVADA DE LA LP-ABR-86-2025-MGP/DIRCOMAR-1 /BIEN PP 9002,,Licitación Pública Abreviada,goods,140000.0,PEN,2026-07-14T10:29:00-05:00,1,,0,,,,False,CALLAO,True
ocds-dgv273-seacev3-1226821,2026-07,10,PE-CONSUCODE-333,MUNICIPALIDAD DISTRITAL DE PACUCHA,APURIMAC,CP-ABR-2-2026-MDP-CS-1,"CONTRATACIÓN DE SERVICIO DE CONSULTORÍA DE OBRA PARA LA ELABORACION DE INFORME DE ESTADO SITUACIONAL DE OBRA PARALIZADO DENOMINADO: MEJORAMIENTO, AMPLIACION DE SISTEMAS DE AGUA POTABLE E INSTALACIÓN DE SISTEMAS DE SANEAMIENTO EN ONCE LOCALIDADES DEL, DISTRITO DE PACUCHA - ANDAHUAYLAS ¿ APURIMAC",,Concurso Público Abreviado,services,75000.0,PEN,2026-07-07T18:27:00-05:00,3,,0,,,,False,APURIMAC,True
ocds-dgv273-seacev3-1226883,2026-07,22,PE-CONSUCODE-224,MUNICIPALIDAD DISTRITAL DE SAN MARCOS,ANCASH,LP-ABR-144-2026-MDSM/CS-1,"ADQUISICIÓN DE EQUIPOS, PARA LA EJECUCION DEL PLAN DE NEGOCIO DENOMINADO: ¿MEJORAMIENTO DEL PROCESO DE PRODUCCION DE PANADERIA EN LA EMPRESA SERVICIOS INTEGRADOS CRISNAY S.A.C, EN EL CASERIO DE CARMEN ROSA DEL CENTRO POBLADO LA MERCED DE GAUCHO, DEL DISTRITO DE SAN MARCOS, PROVINCIA DE HUARI, REGION",,Licitación Pública Abreviada,goods,53062.0,PEN,2026-07-16T09:09:00-05:00,9,False,1,53000.0,PEN,CONSORCIO PANCRIS,False,ANCASH,True
ocds-dgv273-seacev3-1226967,2026-07,14,PE-CONSUCODE-235,MUNICIPALIDAD DISTRITAL DE YURACMARCA,ANCASH,LP-ABR-1-2026-MDY/C-1,"EJECUCIÓN DE LA OBRA: ¿CREACION DEL SERVICIO DE AGUA PARA EL SISTEMA DE RIEGO A TRAVES DE LA CONSTRUCCION DE UN RESERVORIO EN EL SECTOR LLACTUR HIRCA EN EL CASERIO DE PACHMA, DISTRITO DE YURACMARCA - PROVINCIA DE HUAYLAS - DEPARTAMENTO DE ANCASH "" CON CUI 2565034",,Licitación Pública Abreviada,works,899219.13,PEN,2026-07-09T16:19:00-05:00,9,,0,,,,False,ANCASH,True
ocds-dgv273-seacev3-1227161,2026-07,21,PE-CONSUCODE-200192,EMPRESA REGIONAL DE SERVICIO PUBLICO DE ELECTRICIDAD DEL CENTRO SA ELECTROCENTRO S.A.,JUNIN,LP-ABR-4-2026-ELCTO S.A.-1,"CONTRATACIÓN PARA LA ELABORACIÓN DEL EXPEDIENTE TÉCNICO Y EJECUCIÓN DE OBRA: BANCO DE CONDENSADORES Y CELDA DE COMPENSACIÓN EN EL(LA) SET AT/MT SAN FRANCISCO DISTRITO DE AYNA, PROVINCIA LA MAR, DEPARTAMENTO DE AYACUCHO",,Licitación Pública Abreviada,works,2959579.71,PEN,2026-07-10T15:52:00-05:00,20,,0,,,,False,JUNIN,True
ocds-dgv273-seacev3-1227296,2026-07,6,PE-CONSUCODE-200551,INSTITUTO NACIONAL DE SALUD DEL NIÑO - SAN BORJA,LIMA,SIE-SIE-7-2025-INSN-SB-3,SUMINISTRO DE PRODUCTOS FARMACÉUTICOS CON FICHA TÉCNICA: MAGNESIO SULFATO 10 mL 200 mg/Ml INYECTABLE,open,Subasta Inversa Electrónica,goods,108040.0,PEN,2026-07-02T16:56:00-05:00,3,,0,,,,False,LIMA,True
ocds-dgv273-seacev3-1227395,2026-07,2,PE-CONSUCODE-123,MUNICIPALIDAD DISTRITAL DE SAN JUAN DE LOPECANCHA,AMAZONAS,DIRECTA-DIRECTA-1-2026-MDSJL/DEC-1,"Contratación de ejecucion de obra Renovación de puente; en el(la) camino vecinal EMP. PE 08B  Membrillo  San Juan de Lopecancha San Miguel de Luvin AM-665 (Puente La Quebrada), distrito de San Juan de Lopecancha, provincia Luya, departamento Amazonas",direct,Contratación Directa,works,1312441.16,PEN,2026-07-06T10:15:00-05:00,2,False,1,1222000.0,PEN,CONSORCIO VIAL LA QUEBRADA,False,AMAZONAS,True
ocds-dgv273-seacev3-1227396,2026-07,2,PE-CONSUCODE-123,MUNICIPALIDAD DISTRITAL DE SAN JUAN DE LOPECANCHA,AMAZONAS,DIRECTA-DIRECTA-2-2026-MDSJL/DEC-1,"CONTRATACIÓN DE CONSULTORÍA DE OBRA PARA LA SUPERVISIÓN DE LA OBRA Renovación de puente; en el(la) camino vecinal EMP. PE 08B  Membrillo  San Juan de Lopecancha San Miguel de Luvin AM-665 (Puente La Quebrada), distrito de San Juan de Lopecancha, provincia de Luya, departamento de Amazonas",direct,Contratación Directa,services,65500.0,PEN,2026-07-06T10:15:00-05:00,1,True,1,61000.0,PEN,CONSORCIO SUPERVISOR MEMBRILLO,False,AMAZONAS,True
ocds-dgv273-seacev3-1227415,2026-07,19,PE-CONSUCODE-2525,BANCO DE LA NACION,LIMA,CP-ABR-18-2026-BN-1,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LOS GRUPOS ELECTRÓGENOS Y TABLEROS DE TRANSFERENCIA DEL BANCO DE LA NACION A NIVEL NACIONAL,,Concurso Público Abreviado,services,1583030.0,PEN,2026-07-07T18:11:00-05:00,23,,0,,,,False,LIMA,True
ocds-dgv273-seacev3-1227421,2026-07,46,PE-CONSUCODE-10247,EJERCITO PERUANO,LIMA,LP-SM-5-2026-EP/UO 0732-1,Adquisición de Alimentos para Animales (Equinos y Canes) de las Unidades Dependientes del COLOGE de Diciembre del 2026 a Setiembre del 2027,open,Licitación Pública,goods,0.0,PEN,2026-07-02T19:55:00-05:00,0,,0,,,,False,LIMA,True
ocds-dgv273-seacev3-1227431,2026-08,25,PE-CONSUCODE-200170,GOBIERNO REGIONAL DE JUNIN  - RED DE SALUD DEL VALLE DEL MANTARO,JUNIN,CP SER-SM-1-2026-RSVM/CS-1,CONTRATACION DEL SERVICIO DE SEGURIDAD Y VIGILANCIA PARA EL CENTRO DE SALUD LA LIBERTAD - RED DE SALUD VALLE DEL MANTARO,,Concurso Público de Servicios,services,700000.0,PEN,2026-08-03T20:23:00-05:00,15,False,1,693000.0,PEN,CONSORCIO CENTINELA,False,JUNIN,True
ocds-dgv273-seacev3-1227497,2026-07,29,PE-CONSUCODE-399,MUNICIPALIDAD DISTRITAL DE CERRO COLORADO,AREQUIPA,LP-SM-10-2026-MDCC-1,EJECUCIÓN DE OBRA: MEJORAMIENTO DEL SERVICIO DE PRÁCTICAS DEPORTIVAS Y/O RECREATIVAS DEL COMPLEJO DEPORTIVO EN LA MANZANA J' LOTE 5 DEL ASENTAMIENTO POBLACIONAL ASOCIACIÓN DE VIVIENDA HERNÁN BEDOYA FORGA DEL DISTRITO DE CERRO COLORADO - PROVINCIA DE AREQUIPA - DEPARTAMENTO DE AREQUIPA CON CUI 253800,open,Licitación Pública,works,5745022.49,PEN,2026-07-03T17:57:00-05:00,37,,0,,,,False,AREQUIPA,True
ocds-dgv273-seacev3-1227715,2026-07,18,PE-CONSUCODE-1540,MUNICIPALIDAD DISTRITAL DE TORATA,MOQUEGUA,LP-ABR-2-2026-DEC/MDT-1,"ADQUISICION DE MATERIALES PARA ESTRUCTURAS METALICAS PARA EL PROYECTO CREACION DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN JUNTA VECINAL DOCE QUEBRADAS, DISTRITO DE TORATA DE LA PROVINCIA DE MARISCAL NIETO DEL DEPARTAMENTO DE MOQUEGUA¿ CUI 2650142",,Licitación Pública Abreviada,goods,345000.8,PEN,2026-07-13T19:29:00-05:00,14,False,1,319000.0,PEN,QUISPE TORRES HAYDEE BELU,False,MOQUEGUA,True
ocds-dgv273-seacev3-1227738,2026-07,5,PE-CONSUCODE-200049,GOBIERNO REGIONAL DE AYACUCHO - UNIDAD EJECUTORA SALUD CENTRO AYACUCHO,AYACUCHO,DIRECTA-DIRECTA-3-2026-UESCA-OEC-1,SERVICIO DE LIMPIEZA PARA EL HOSPITAL DE APOYO CANGALLO.,direct,Contratación Directa,services,142600.0,PEN,2026-07-17T16:36:00-05:00,1,True,1,138000.0,PEN,INVERSIONES LIMPER S.A.C,False,AYACUCHO,True
ocds-dgv273-seacev3-1227795,2026-07,11,PE-CONSUCODE-200547,GOBIERNO REGIONAL DE MOQUEGUA - SUB REGION DE DESARROLLO GENERAL SANCHEZ CERRO,MOQUEGUA,LP-ABR-4-2026-DEC/GSRGSC-1,"ADQUISICIÓN DE MATERIAL GRANULAR SUB-BASE TIPO B, PARA EL PROYECTO PLAN DE CONTINGENCIA - I ETAPA, ""MEJORAMIENTO DEL SERVICIO DE EDUCACION SECUNDARIA DE LA INSTITUCION EDUCATIVA MARISCAL DOMINGO NIETO, DISTRITO DE OMATE - PROVINCIA GENERAL SANCHEZ CERRO, DEPARTAMENTO DE MOQUEGUA"".",,Licitación Pública Abreviada,goods,0.0,PEN,2026-07-07T16:03:00-05:00,0,,0,,,,False,MOQUEGUA,True
ocds-dgv273-seacev3-1227810,2026-07,4,PE-CONSUCODE-200547,GOBIERNO REGIONAL DE MOQUEGUA - SUB REGION DE DESARROLLO GENERAL SANCHEZ CERRO,MOQUEGUA,LP-ABR-4-2026-DEC/GSRGSC-1,"ADQUISICIÓN DE MATERIAL GRANULAR SUB-BASE TIPO B, PARA EL PROYECTO PLAN DE CONTINGENCIA - I ETAPA, ""MEJORAMIENTO DEL SERVICIO DE EDUCACION SECUNDARIA DE LA INSTITUCION EDUCATIVA MARISCAL DOMINGO NIETO, DISTRITO DE OMATE - PROVINCIA GENERAL SANCHEZ CERRO, DEPARTAMENTO DE MOQUEGUA"".",,Licitación Pública Abreviada,goods,188000.0,PEN,2026-07-07T16:03:00-05:00,7,,0,,,,False,MOQUEGUA,True
ocds-dgv273-seacev3-1227849,2026-07,41,PE-CONSUCODE-200231,DIRECCION GENERAL DE ELECTRIFICACION RURAL DEL MINISTERIO DE ENERGÍA Y MINAS,LIMA,LP-SM-1-2026-MINEM/DGER-1,"ELABORACIÓN DEL EXPEDIENTE TÉCNICO Y LA EJECUCIÓN DE LA OBRA ¿CREACIÓN DEL SERVICIO DE SUMINISTRO ELÉCTRICO DOMICILIARIO EN ZONAS RURALES EN 8 UNIDADES PRODUCTORAS 8 DISTRITOS DE 4 PROVINCIAS DEL DEPARTAMENTO DE CUSCO, AREQUIPA¿, CON CUI N° 2620215",open,Licitación Pública,works,62455073.21,PEN,2026-07-03T16:15:00-05:00,0,,0,,,,False,LIMA,True
ocds-dgv273-seacev3-1228009,2026-07,12,PE-CONSUCODE-336,MUNICIPALIDAD DISTRITAL DE SAN ANTONIO DE CACHI,APURIMAC,CP-ABR-2-2026-MDSAC-1,"CONTRATACION DE CONSULTORIA DE OBRA PARA LA SUPERVISION DE LA OBRA: MEJORAMIENTO DEL SERVICIO DE AGUA PARA RIEGO DEL CANAL INTI WATANA PIYAW PAMPA, COMUNIDAD DE SAN JUAN DE KULA DEL DISTRITO DE SAN ANTONIO DE CACHI - PROVINCIA DE ANDAHUAYLAS - DEPARTAMENTO DE APURIMAC, CUI N° 2524335.",,Concurso Público Abreviado,services,225383.97,PEN,2026-07-01T18:20:00-05:00,7,,0,,,,False,APURIMAC,True
ocds-dgv273-seacev3-1228085,2026-08,7,PE-CONSUCODE-1911,UNIVERSIDAD NACIONAL SAN LUIS GONZAGA DE ICA,ICA,DIRECTA-DIRECTA-4-2026-UNICA-1,SERVICIO DE SUSCRIPCION DE BIBLIOTECA DIGITALCON ACCESO VIRTUAL DE HERRAMIENTAS SaaS,direct,Contratación Directa,services,3369420.0,PEN,2026-08-14T14:43:00-05:00,1,True,1,3369420.0,PEN,MIENCICLO S.L.,False,ICA,True
ocds-dgv273-seacev3-1228126,2026-07,21,PE-CONSUCODE-883,MUNICIPALIDAD DISTRITAL DE ANCHONGA,HUANCAVELICA,CP-ABR-1-2026-MDA/C-1,CONSULTORIA DE OBRA PARA LA SUPERVISION DE LA EJECUCION DE LA OBRA MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL Y CREACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN LOS CENTROS POBLADOS DE ÑAHUINPUQUIO Y MANZANITA,,Concurso Público Abreviado,services,104508.0,PEN,2026-07-22T19:11:00-05:00,10,False,1,104508.0,PEN,CONSORCIO LEO,False,HUANCAVELICA,True
ocds-dgv273-seacev3-1228140,2026-08,13,PE-CONSUCODE-2543,SEGURO SOCIAL DE  SALUD,LIMA,CP-ABR-7-2026-ESSALUD/RATAR-2,"CONTRATACIÓN DEL SERVICIO DE TRANSPORTE TERRESTRE NACIONAL DE PACIENTES REFERIDOS A OTRAS IPRESS DE MAYOR COMPLEJIDAD, DEL HOSPITAL II TARAPOTO DE LA RED ASISTENCIAL TARAPOTO ¿ ESSALUD, POR EL PERIODO DE 1095 DIAS CALENDARIOS",,Concurso Público Abreviado,services,4271412.0,PEN,2026-08-12T10:14:00-05:00,1,True,1,4271112.0,PEN,MOVIL BUS S.A.C,False,LIMA,True
ocds-dgv273-seacev3-1228272,2026-07,19,PE-CONSUCODE-556,MUNICIPALIDAD DISTRITAL DE CHAVIÑA,AYACUCHO,LP-ABR-1-2026-MDCH-1,"¿¿NSTRUCCIÓN DE SERVICIOS HIGIÉNICOS Y/O VESTIDORES PARA\nESTUDIANTES; EN EL(LA) I.E. 201, DISTRITO DE CHAVINA, PROVINCIA DE LUCANAS,\nDEPARTAMENTO DE AYACUCHO"" con CUI N° 2717490",,Licitación Pública Abreviada,works,135273.37,PEN,2026-07-14T17:28:00-05:00,5,False,1,135273.37,PEN,CONSORCIO CHAVIÑA PERU,False,AYACUCHO,True
ocds-dgv273-seacev3-1228283,2026-07,10,PE-CONSUCODE-201546,MUNICIPALIDAD DISTRITAL DE QUICHUAS,HUANCAVELICA,LP-ABR-6-2026-MDQ/CS-1,EJECUCION DE OBRA: I ETAPA  MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE  ALCANTARILLADO U OTRAS FORMAS DE DISPOSICION SANITARIA DE EXCRETAS EN LOS SISTEMAS DE AGUA POTABLE Y DISPOSICION SANITARIAS DE EXCRETAS DEL CENTRO POBLADO DE MALLMA.,,Licitación Pública Abreviada,works,2377734.62,PEN,2026-07-01T10:47:00-05:00,9,False,1,2377525.14,PEN,CONSORCIO AGUA MALLMA,False,HUANCAVELICA,True
ocds-dgv273-seacev3-1228285,2026-07,15,PE-CONSUCODE-89,MUNICIPALIDAD DISTRITAL DE LA PECA,AMAZONAS,LP-ABR-2-2026-MDLP/CS-1,"ejecución de la obra: ""RENOVACION DE PUENTE; EN EL (LA) CAMINO VECINAL AM-532 (PUENTE LALA), TRAMO EMP. AM-532 ¿ LOCALIDAD DE LALA ¿ LOCALIDAD DE EL PARAISO EN EL CENTRO POBLADO LALA, DISTRITO DE LA PECA, PROVINCIA DE BAGUA, DEPARTAMENTO DE AMAZONAS"", CON CUI Nº2677240.",,Licitación Pública Abreviada,works,2137619.87,PEN,2026-07-06T22:38:00-05:00,4,False,1,2137619.87,PEN,CONSORCIO PUENTE LALA,False,AMAZONAS,True
ocds-dgv273-seacev3-1228344,2026-07,11,PE-CONSUCODE-169,MUNICIPALIDAD DISTRITAL DE ACZO,ANCASH,CP-ABR-2-2026-MDA/C-1,"CONTRATACIÓN DE CONSULTORÍA DE OBRA PARA LA ELABORACIÓN DEL EXPEDIENTE TÉCNICO DEL PROYECTO: ¿CREACIÓN DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN EL SECTOR DE UTCUBAMBA DEL DISTRITO DE ACZO DE LA PROVINCIA DE ANTONIO RAYMONDI DEL DEPARTAMENTO DE ANCASH""- ETAPA I, CON CUI N°2702019.",,Concurso Público Abreviado,services,85686.2,PEN,2026-07-16T16:06:00-05:00,7,,0,,,,False,ANCASH,True
ocds-dgv273-seacev3-1228397,2026-07,12,PE-CONSUCODE-10217,HOSPITAL DE EMERGENCIAS - JOSÉ CASIMIRO ULLOA,LIMA,LP-SM-5-2026-HEJCU-1,ADQUISICION DE REACTIVO DE GASES ELECTROLITOS Y METABOLITOS SANGUINEOS DETERMINACIONES CON EQUIPO CESION EN USO,open,Licitación Pública,goods,0.0,PEN,2026-07-01T19:04:00-05:00,0,,0,,,,False,LIMA,True
ocds-dgv273-seacev3-1228401,2026-07,22,PE-CONSUCODE-10207,HOSPITAL NACIONAL SERGIO E. BERNALES,LIMA,LP-SM-1-2026-HNSEB-1,ADQUISICION DE TARJETAS DE SOPORTE NUTRICIONAL COMO COMPLEMENTO ALIMENTARIO PARA LOS TRABAJADORES DEL HNSEB,open,Licitación Pública,goods,958200.0,PEN,2026-07-09T17:37:00-05:00,5,False,1,951511.76,PEN,EDENRED PERU S.A.,False,LIMA,True
ocds-dgv273-seacev3-1228435,2026-07,2,PE-CONSUCODE-374,MUNICIPALIDAD DISTRITAL DE CHALLHUAHUACHO,APURIMAC,COMPRE-COMPRE-17-2026-DEC-MDCH-1,ADQUISICIÓN DE MATERIALES DE LABORATORIO DE QUIMICA PARA EL PROYECTO MEJORAMIENTO OFERTA DEL SERVICIO EDUCATIVO EN LOS PROCESOS DE ENSEÑANZA Y APRENDIZAJE DE LAS INSTITUCIOANES EDUCATIVAS SECUNDARIAS DISTRITO DEL CHALLHUAHUACHO PROVINCIA DE COTABAMBAS REGION DE APURIMAC,open,Comparación de Precios,goods,97000.0,PEN,2026-07-01T09:56:00-05:00,3,,0,,,,False,APURIMAC,True
