ocid,source_month,n_releases_in_record,buyer_id,buyer_name,buyer_department_raw,tender_title,tender_description,procurement_method,procurement_method_details,main_category,tender_value_amount,tender_currency,tender_date_published,num_tenderers,is_single_bidder_award,num_awards,award_value_amount,award_currency,winning_suppliers,encoding_fixed,buyer_department,department_is_valid
ocds-dgv273-seacev3-1241128,2026-08,16,PE-CONSUCODE-10356,GOBIERNO REGIONAL DE LA LIBERTAD - PROYECTO ESPECIAL CHAVIMOCHIC,LA LIBERTAD,LP-ABR-12-2026-PECH-1,ADQUISICIÓN DE PRODUCTOS INDUSTRIALES,,Licitación Pública Abreviada,goods,86875.32,PEN,2026-08-13T15:34:00-05:00,4,,0,,,,False,LA LIBERTAD,True
ocds-dgv273-seacev3-1241129,2026-08,20,PE-CONSUCODE-745,MUNICIPALIDAD DISTRITAL DE LA PUNTA,CALLAO,CP-ABR-5-2026-MDLP/OC-1,CONTRATACIÓN DE \nSERVICIO DE INSTALACIÓN DE EQUIPOS DE AIRE ACONDICIONADO A TODO COSTO EN EL EDIFICIO MEDINA Y ALMACÉN CENTRAL DE LA MUNICIPALIDAD DISTRITAL DE LA PUNTA.,,Concurso Público Abreviado,services,106492.97,PEN,2026-08-13T18:16:00-05:00,33,False,1,105550.0,PEN,W & M REPRESENTACIONES S.R.L.,False,CALLAO,True
ocds-dgv273-seacev3-1241130,2026-08,15,PE-CONSUCODE-2384,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE AREQUIPA,AREQUIPA,CP-ABR-23-2026-SEDAPAR-1,CONTRATACIÓN DEL SERVICIO DE CONSULTORIA PARA LA ACTUALIZACIÓN MASIVA DEL CATASTRO COMERCIAL EN PLATAFORMA GIS DE LA LOCALIDAD DE CARAVELÍ - ZONA NORTE - SEDAPAR S.A.,,Concurso Público Abreviado,services,265675.97,PEN,2026-08-13T15:24:00-05:00,7,False,1,258147.62,PEN,CONSORCIO SIG CARAVELI,False,AREQUIPA,True
ocds-dgv273-seacev3-1241131,2026-08,15,PE-CONSUCODE-2433,PETROLEOS DEL PERU S.A.,LIMA,SEL-PROC-13-2026-OPS / PETROPERU-2,SERVICIO DE EJECUCIÓN DE PRUEBAS DE OPERATIVIDAD DEL SISTEMA CONTRA INCENDIO Y ACOMPAÑAMIENTO TÉCNICO ANTE OSINERGMIN PARA LA OBTENCIÓN DEL CERTIFICADO DE OPERATIVIDAD DEL SCI EN LAS PLANTAS DE VENTAS PUCALLPA Y TARAPOTO,open,Adjudicación Selectiva,services,339638.32,PEN,2026-08-13T14:35:00-05:00,5,False,1,258999.5,PEN,EE & HP INVESTMENT GROUP S.A.C.,False,LIMA,True
ocds-dgv273-seacev3-1241134,2026-08,15,PE-CONSUCODE-37,GOBIERNO REGIONAL DE CUSCO SEDE CENTRAL,CUSCO,CP CON-SM-10-2026-GR-CUSCO-1,"CONTRATACIÓN DEL SERVICIO DE CONSULTORIA DE OBRA, PARA LA OBRA: ¿MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE SUMINISTRO ELECTRICO DOMICILIARIO EN ZONAS RURALES EN 14 SECTORES (FUERA DE AREA DE CONCESION) DISTRITO DE LAYO DE LA PROVINCIA DE CANAS, DEL DEPARTAMENTO DE CUSCO¿.",,Concurso Público para Consultoría,services,541869.01,PEN,2026-08-18T15:45:00-05:00,0,,0,,,,False,CUSCO,True
ocds-dgv273-seacev3-1241135,2026-08,4,PE-CONSUCODE-204672,"CREACION Y MEJORAMIENTO DEL SERVICIO DE CATASTRO EN DISTRITOS SELECCIONADOS DE LAS PROVINCIAS DE LIMA, LAMBAYEQUE, CHICLAYO Y PIURA",LIMA,CONV-PROC-62-2026-UE003-CONV-INDV-1,ASISTENCIA TÉCNICA PARA EL DESARROLLO DE INSTRUMENTOS PARA FORTALECER LA RECTORÍA 2,open,Convenio,services,47000.0,PEN,2026-08-13T15:21:00-05:00,3,False,1,47000.0,PEN,CABALLERO BERAUN LUIS DE JESUS,False,LIMA,True
ocds-dgv273-seacev3-1241136,2026-08,8,PE-CONSUCODE-1922,"SUPERINTENDENCIA DE BANCA, SEGUROS Y AFP",LIMA,DIRECTA-DIRECTA-11-2026-SBS-1,Servicio de Interconexión de datos SBS - RENIEC a través de Bancared e incremento de ancho de banda,direct,Contratación Directa,services,55648.8,USD,2026-08-13T15:40:00-05:00,1,True,1,55648.8,USD,ASOCIACION DE BANCOS DEL PERU,False,LIMA,True
ocds-dgv273-seacev3-1241137,2026-08,10,PE-CONSUCODE-1067,MUNICIPALIDAD DISTRITAL DE TUPAC AMARU INCA,ICA,SIE-SIE-1-2026-MDTAI/OC-2,"CONTRATACION DE BIENES ""ADQUISICIÓN DE COMBUSTIBLE DIESEL B5-S50, GASOHOL REGULAR, GASOHOL PREMIUM, PARA LAS GERENCIAS Y SUB GERENCIAS DE LA MUNICIPALIDAD DISTRITAL DE TUPAC AMARU INCA""",open,Subasta Inversa Electrónica,goods,133341.12,PEN,2026-08-19T18:29:00-05:00,4,,0,,,,False,ICA,True
ocds-dgv273-seacev3-1241138,2026-08,5,PE-CONSUCODE-1994,SERVICIO NACIONAL DE METEOROLOGIA E HIDROLOGIA,LIMA,DIRECTA-DIRECTA-8-2026-SENAMHI-1,Contratación del servicio de mantenimiento preventivo y calibración de los monitores de partículas de las estaciones de calidad del aire del SENAMHI,direct,Contratación Directa,services,211399.36,PEN,2026-08-13T16:37:00-05:00,1,True,1,211399.36,PEN,GREEN GROUP PE SOCIEDAD ANONIMA CERRADA,False,LIMA,True
ocds-dgv273-seacev3-1241139,2026-08,10,PE-CONSUCODE-749,MUNICIPALIDAD PROVINCIAL DEL CUSCO,CUSCO,COMPRE-COMPRE-44-2026-OC-MPC-1,ADQUISICION DE EQUIPOS DE ATENCION MEDICA PARA EL PROYECTO (0071) MEJORAMIENTO DEL SERVICIO DE ATENCION DE SALUD BASICOS EN SIETE CUARTONES DISTRITO DE CUSCO DE LA PROVINCIA DE CUSCO DEL DEPARTAMENTO DE CUSCO.,open,Comparación de Precios,goods,62589.68,PEN,2026-08-17T22:21:00-05:00,3,False,1,61000.0,PEN,BIOSALUD EQUIPOS MEDICOS E.I.R.L.,False,CUSCO,True
ocds-dgv273-seacev3-1241140,2026-08,16,PE-CONSUCODE-224,MUNICIPALIDAD DISTRITAL DE SAN MARCOS,ANCASH,LP-ABR-161-2026-MDSM/CS-2,"CONTRATACION DE EJECUCION DE OBRA CONSTRUCCION DE CAPTACION DE AGUA Y LÍNEA DE CONDUCCIÓN; EN EL(LA) SISTEMA DE SANEAMIENTO BASICO DEL CASERIO DE GOTUSH DEL CENTRO POBLADO DE CARHUAYOC DISTRITO DE SAN MARCOS, PROVINCIA HUARI, DEPARTAMENTO ANCASH CON CUI N°2601272",,Licitación Pública Abreviada,works,1298348.41,PEN,2026-08-13T20:48:00-05:00,11,False,1,1298348.41,PEN,CONSORCIO GOTUSH,False,ANCASH,True
ocds-dgv273-seacev3-1241141,2026-08,15,PE-CONSUCODE-200441,GOBIERNO REGIONAL DE LAMBAYEQUE - HOSPITAL REGIONAL LAMBAYEQUE,LAMBAYEQUE,SIE-SIE-7-2026-HRL-OC-1,"ADQUISICIÓN HIPROMELOSA, 0,3%, SOLUCIÓN OFTÁLMICA, 15 mL, PARA EL SERVICIO DE FARMACIA DEL HOSPITAL REGIONAL LAMBAYEQUE",open,Subasta Inversa Electrónica,goods,49500.0,PEN,2026-08-13T15:46:00-05:00,20,False,1,34650.0,PEN,CORPORACION MEDICAL BERTH'S S.A.C.,False,LAMBAYEQUE,True
ocds-dgv273-seacev3-1241142,2026-08,17,PE-CONSUCODE-2433,PETROLEOS DEL PERU S.A.,LIMA,SEL-PROC-9-2026-OPC / PETROPERU-1,ADQUISICIÓN DE CONCENTRADO DE ESPUMA PARA EL SISTEMA CONTRAINCENDIOS DE REFINERÍA CONCHÁN,open,Adjudicación Selectiva,goods,0.0,PEN,2026-08-13T16:57:00-05:00,0,,0,,,,False,LIMA,True
ocds-dgv273-seacev3-1241144,2026-08,8,PE-CONSUCODE-488,MUNICIPALIDAD PROVINCIAL DE ISLAY - MOLLENDO,AREQUIPA,SIE-SIE-24-2026-MPI-1,"ADQUISICION DE COMBUSTIBLE PARA LA OBRA: ¿MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL DE LAS CALLES DEAN VALDIVIA, ALFONSO UGARTE, AREQUIPA, COMERCIO, BLONDEL TACNA, ARICA Y CALLES ALEDAÑAS, DISTRITO DE MOLLENDO ¿ PROVINCIA DE ISLAY ¿ DEPARTAMENTO DE AREQUIPA¿ CUARTA ETAPA",open,Subasta Inversa Electrónica,goods,154561.0,PEN,2026-08-13T15:07:00-05:00,2,,0,,,,False,AREQUIPA,True
ocds-dgv273-seacev3-1241145,2026-08,23,PE-CONSUCODE-1117,MUNICIPALIDAD PROVINCIAL DE JAUJA,JUNIN,CP CON-SM-2-2026-C/MPJ-1,"SUPERVISIÓN DE LA OBRA: SEGUNDA ETAPA DEL SALDO DEL PROYECTO ¿MEJORAMIENTO Y REHABILITACIÓN DEL SERVICIO DE TRANSITABILIDAD DE LA CARRETERA VECINAL TRAMO ACOLLA ¿ TIWINZA ¿ CENTRO ARQUEOLÓGICO DE TUNANMARCA Y MARCO - TUNANMARCA, PROVINCIA DE JAUJA ¿ JUNÍN¿ CON CUI N° 2334113",,Concurso Público para Consultoría,services,0.0,PEN,2026-08-13T15:21:00-05:00,0,,0,,,,False,JUNIN,True
ocds-dgv273-seacev3-1241146,2026-08,11,PE-CONSUCODE-1910,UNIVERSIDAD NACIONAL SAN CRISTOBAL DE HUAMANGA,AYACUCHO,COMPRE-COMPRE-6-2026-UNSCH/OC-1,"ADQUISICIÓN DE MOBILIARIO ACADEMICO Y ADMINISTRATIVO PARA LAS TRES NUEVAS ESCUELAS PROFESIONALES DE ARQUITECTURA,PSICOLOGIA E INGENIERIA AMBIENTAL  DE LA UNIVERSIDAD NACIONAL DE SAN CRISTOBAL DE HUAMANGA ,DISTRITO DE AYACUCHO,PROVINCIA DE HUAMANGA DEPARTAMENTO DE AYACUCHO",open,Comparación de Precios,goods,84010.0,PEN,2026-08-13T15:18:00-05:00,3,False,1,83800.0,PEN,INVERSIONES MEGABSC S.A.C.,False,AYACUCHO,True
ocds-dgv273-seacev3-1241147,2026-08,13,PE-CONSUCODE-1271,MUNICIPALIDAD PROVINCIAL DE VIRU,LA LIBERTAD,CP-ABR-12-2026-MPV/COM-1,"ELABORACIÓN DEL EXPEDIENTE TÉCNICO: MEJORAMIENTO DEL SERVICIO DE MOVILIDAD URBANA EN SECTOR LAS PALMERAS DISTRITO DE CHAO DE LA PROVINCIA DE VIRU DEL DEPARTAMENTO DE LA LIBERTAD, CON CUI N° 2713355",,Concurso Público Abreviado,services,80000.0,PEN,2026-08-13T16:53:00-05:00,10,False,1,80000.0,PEN,VARGAS VIGO PAUL YERKO,False,LA LIBERTAD,True
ocds-dgv273-seacev3-1241148,2026-08,16,PE-CONSUCODE-1947,COMISION DE PROMOCION DEL PERU PARA LA EXPORTACION Y EL TURISMO - PROMPERU,LIMA,CP-ABR-28-2026-PROMPERU-3,CONTRATACIÓN DEL SERVICIO DE REALIZACIÓN DE UN ESTUDIO DE MERCADO E IDENTIFICACIÓN DE COMPRADORES DE CAFÉ EN ESTADOS UNIDOS,,Concurso Público Abreviado,services,174000.0,PEN,2026-08-13T15:06:00-05:00,4,,0,,,,False,LIMA,True
ocds-dgv273-seacev3-1241149,2026-08,13,PE-CONSUCODE-1850,MUNICIPALIDAD PROVINCIAL DE JORGE BASADRE - LOCUMBA,TACNA,COMPRE-COMPRE-34-2026-OC-DEC/MPJB-1,"ADQUISICIÓN DE PIEDRA LAJA, PARA EL PROYECTO: CREACIÓN DE LOS SERVICIOS DE ESPACIOS PÚBLICOS URBANOS EN EL ASENTAMIENTO HUMANO ASOCIACIÓN DE VIVIENDA VIRGEN DEL CARMEN DEL CENTRO POBLADO ILABAYA ALTA, DISTRITO DE ILABAYA DE LA PROVINCIA DE JORGE BASADRE DEL DEPARTAMENTO DE TACNA.",open,Comparación de Precios,goods,98040.0,PEN,2026-08-13T15:11:00-05:00,3,False,1,98000.0,PEN,INVERSIONES LOS ROSALES CJ E.I.R.L.,False,TACNA,True
ocds-dgv273-seacev3-1241150,2026-08,23,PE-CONSUCODE-1263,MUNICIPALIDAD PROVINCIAL DE JULCAN,LA LIBERTAD,LP-ABR-2-2026-MPJ/DEC-1,CONTRATACIÓN DE BIENES\n¿ADQUISICION DE LECHE ENTERA EVAPORADA PARA EL PROGRAMA DE COMPLEMENTACION ALIMENTARIA (PCA) DE LA MUNICIPALIDAD PROVINCIAL DE JULCÁN¿.,,Licitación Pública Abreviada,goods,50159.85,PEN,2026-08-14T10:10:00-05:00,10,False,1,50044.54,PEN,CONSORCIO ADLEX S.A.C.,False,LA LIBERTAD,True
ocds-dgv273-seacev3-1241151,2026-08,11,PE-CONSUCODE-1271,MUNICIPALIDAD PROVINCIAL DE VIRU,LA LIBERTAD,CP-ABR-13-2026-MPV/COM-1,"ELABORACIÓN DEL EXPEDIENTE TÉCNICO: MEJORAMIENTO DEL SERVICIO DE MOVILIDAD URBANA EN SECTOR LOS JARDINES DISTRITO DE CHAO DE LA PROVINCIA DE VIRU DEL DEPARTAMENTO DE LA LIBERTAD, CON CUI N° 2713354",,Concurso Público Abreviado,services,160000.0,PEN,2026-08-13T16:52:00-05:00,8,False,1,160000.0,PEN,LOZANO CORTEZ JOE JAIR,False,LA LIBERTAD,True
ocds-dgv273-seacev3-1241152,2026-08,6,PE-CONSUCODE-617,MUNICIPALIDAD DISTRITAL DE CHETILLA,CAJAMARCA,DIRECTA-DIRECTA-2-2026-MDCH/OC-1,"ADQUISICIÓN DE TERRENO, EN EL (LA) PALACIO MUNICIPAL DE CHETILLA DISTRITO DE CHETILLA DE LA PROVINCIA DE CAJAMARCA, DEL DEPARTAMENTO DE CAJAMARCA. CON CUI 2722734.",direct,Contratación Directa,goods,133962.8,PEN,2026-08-13T17:41:00-05:00,1,True,1,133962.8,PEN,ORTIZ SANCHEZ HILDA DORIS,False,CAJAMARCA,True
ocds-dgv273-seacev3-1241153,2026-08,10,PE-CONSUCODE-522,MUNICIPALIDAD DISTRITAL DE MARIA PARADO DE BELLIDO,AYACUCHO,COMPRE-COMPRE-1-2026-MDMPB/OC-1,"ADQUISICIÓN DE TUBERIA DE FIERRO GALVANIZADO DE 1"" PARA EL PROYECTO: "" CREACION DEL SERVICIOS DE ESPACIOS PUBLICOS URBANOS EN EL PARQUE PRINCIPAL DE CENTRO POBLADO HUAYLLABAMBA DISTRITO DE MARIA PARADO DE BELLIDO DE LA PROVINCIA DE CANGALLO DEL DEPARTAMENTO DE AYACUCHO¿ CUI N° 2677114",open,Comparación de Precios,goods,71078.2,PEN,2026-08-13T17:15:00-05:00,3,False,1,71078.2,PEN,TDR SOCIEDAD ANONIMA CERRADA,False,AYACUCHO,True
ocds-dgv273-seacev3-1241154,2026-08,10,PE-CONSUCODE-1627,MUNICIPALIDAD DISTRITAL DE VICHAYAL,PIURA,LP-ABR-2-2026-MDV-C-1,AMPLIACIÓN Y MEJORAMIENTO DEL SERVICIO DE ENERGIA EN LOS ANEXOS LAS VALENCIAS Y FORTALEZA DE LOS INCAS DEL DISTRITO DE VICHAYAL - PROVINCIA DE PAITA - DEPARTAMENTO DE PIURA CON CUI N° 2543361,,Licitación Pública Abreviada,works,604461.05,PEN,2026-08-18T15:12:00-05:00,10,,0,,,,False,PIURA,True
ocds-dgv273-seacev3-1241155,2026-08,17,PE-CONSUCODE-10247,EJERCITO PERUANO,LIMA,LP-ABR-4-2026-EP/UO 0728-1,"ADQUISICIÓN DE MATERIAL PARA EL MANTENIMIENTO, ENSAMBLAJE Y REPARACIÓN DE EQUIPOS DE RADIO VHF, UHF Y SIV",,Licitación Pública Abreviada,goods,205595.4,PEN,2026-08-17T18:21:00-05:00,3,False,1,189970.0,PEN,MICROPER COMPUTER S.A.C.,False,LIMA,True
ocds-dgv273-seacev3-1241156,2026-08,12,PE-CONSUCODE-952,MUNICIPALIDAD DISTRITAL DE CHINCHAO,HUANUCO,CP-ABR-2-2026-MDCH/CS-1,"SUPERVISIÓN DE OBRA DE LA IOARR: ""RENOVACIÓN DE PUENTE; EN EL(LA) CAMINO VECINAL R1001051 (PUENTE SAN MIGUEL): EMP.PE-18 A-TUPAC AMARU-PTA. CARRETERA, EN EL CASERÍO DE TUPAC AMARU (SAN MIGUEL), DISTRITO DE CHINCHAO, PROVINCIA HUÁNUCO, DEPARTAMENTO HUÁNUCO"", CUI N° 2682937.",,Concurso Público Abreviado,services,105788.46,PEN,2026-08-17T09:53:00-05:00,7,False,1,95209.62,PEN,CONSORCIO SUPERVISOR SAN MIGUEL,False,HUANUCO,True
ocds-dgv273-seacev3-1241157,2026-08,15,PE-CONSUCODE-1649,MUNICIPALIDAD DISTRITAL DE ACORA,PUNO,SIE-SIE-11-2026-MDA/OC-1,ADQUISICION DE CEMENTO PORTLAND TIPO IP (42.5 KG) PARA EL PROYECTO: MEJORAMIENTO DEL SERVICIO DE MOVILIDAD URBANA EN LA AV. JUAN THOLA 1RA CUADRA DE LA LOCALIDAD DE ACORA DEL DISTRITO DE ACORA DE LA PROVINCIA DE PUNO DEL DEPARTAMENTO DE PUNO CON CUI Nº 2631184.,open,Subasta Inversa Electrónica,goods,142246.0,PEN,2026-08-17T06:25:00-05:00,6,False,1,153188.0,PEN,IMPORTACIONES CHAPI E.I.R.L.,False,PUNO,True
ocds-dgv273-seacev3-1241158,2026-08,18,PE-CONSUCODE-201185,GOBIERNO REGIONAL DE APURIMAC  - UNIDAD EJECUTORA GERENCIA SUB REGIONAL DE COTABAMBAS,APURIMAC,LP-ABR-11-2026-CS-GSRC-1,"ADQUISICION E INSTALACIÓN DE REJAS METALICAS CON TUBOS DE FIERRO CUADRADO INCLUYE 8 PUERTAS METALICAS DE ACERO PARA CERCO PERIMETRICO METALICO DE 240 ML A TODO COSTO PARA EL PROYECTO: """"MEJORAMIENTO DEL SERVICIO EDUCATIVO DE INSTITUTO DE EDUCACION SUPERIOR TECNOLOGICO PUBLICO DE HAQUIRA DEL DISTRITO",,Licitación Pública Abreviada,goods,380670.0,PEN,2026-08-13T19:46:00-05:00,23,False,1,435000.0,PEN,J&T INGENIEROS Y CONTRATISTAS S.A.C.,False,APURIMAC,True
ocds-dgv273-seacev3-1241159,2026-08,11,PE-CONSUCODE-224,MUNICIPALIDAD DISTRITAL DE SAN MARCOS,ANCASH,LP-ABR-164-2026-MDSM/CS-2,"CONTRATACION DE EJECUCION DE OBRA REMODELACION DE SERVICIOS HIGIENICOS Y/O VESTIDORES, COBERTURA PARA PROTECCION DE ESTRUCTURAS Y SISTEMA DE SUMINISTRO ELECTRICO; ADQUISICION DE MOBILIARIO DE AMBIENTES COMPLEMENTARIOS; ADEMÁS DE OTROS ACTIVOS EN EL(LA) PALACIO MUNICIPAL DEL CENTRO POBLADO DE PICHIU",,Licitación Pública Abreviada,works,0.0,PEN,2026-08-13T20:48:00-05:00,0,,0,,,,False,ANCASH,True
ocds-dgv273-seacev3-1241161,2026-08,17,PE-CONSUCODE-10407,GOBIERNO REGIONAL DE APURIMAC-TRANSPORTES CHANKA,APURIMAC,CP-ABR-2-2026-DSRTC-CH-1,"CONTRATACIÓN DE SERVICIO DE ALQUILER DE CARGADOR FRONTAL (MAQUINA SECA) PARA EL PROYECTO: MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA EN LA VIA VECINAL AP-541, DESDE EL EMP. 3S (TOTORABAMBA), Y LA VIA VECINAL AP-549 (COCHARCAS), DE LOS DISTRITOS DE ANCO_HUALLO, COCHARCAS DE LA PROV",,Concurso Público Abreviado,services,299520.0,PEN,2026-08-13T18:44:00-05:00,20,False,1,293376.0,PEN,CORPORACION THENIGAB SOCIEDAD ANONIMA CERRADA,False,APURIMAC,True
ocds-dgv273-seacev3-1241164,2026-07,12,PE-CONSUCODE-1596,MUNICIPALIDAD DISTRITAL DE LAGUNAS - AYABACA,PIURA,CP-ABR-1-2026-MDL-C-1,"CONTRATACIÓN DE CONSULTORÍA DE OBRA, PARA LA SUPERVISION DE LA EJECUCION DE LA OBRA: ""MEJORAMIENTO DEL SERVICIO DE PROVISION DE AGUA PARA RIEGO EN EL CANAL ARAVISCO DEL CENTRO POBLADO YAPANGO BAJO DISTRITO DE LAGUNAS DE LA PROVINCIA DE AYABACA, DEL DEPARTAMENTO DE PIURA CUI N° 2680804.",,Concurso Público Abreviado,services,121616.01,PEN,2026-07-01T22:07:00-05:00,0,,0,,,,False,PIURA,True
ocds-dgv273-seacev3-1241165,2026-08,27,PE-CONSUCODE-1898,UNIVERSIDAD NACIONAL DEL CALLAO,LIMA,CP-ABR-11-2026-UNAC-1,SERVICIO DE INSTALACION DE EQUIPOS DE AIRE ACONDICIONADO PARA LA FACULTAD DE CIENCIAS ECONÓMICAS,,Concurso Público Abreviado,services,0.0,PEN,2026-08-13T15:52:00-05:00,0,,0,,,,False,LIMA,True
ocds-dgv273-seacev3-1241166,2026-08,1,PE-CONSUCODE-166,MUNICIPALIDAD DISTRITAL DE LA MERCED - AIJA,ANCASH,LP-ABR-2-2026-MDLM/CS-1,"CONTRATACIÓN PARA LA EJECUCIÓN DE LA OBRA: RENOVACION DE PUENTE; EN EL(LA) CAMINO VECINAL PUENTE ASHCU II DISTRITO DE LA MERCED, PROVINCIA AIJA, DEPARTAMENTO ANCASH CON CUI 2677358",,Licitación Pública Abreviada,works,1685891.7,PEN,2026-08-14T13:40:00-05:00,0,,0,,,,False,ANCASH,True
ocds-dgv273-seacev3-1241167,2026-08,16,PE-CONSUCODE-10356,GOBIERNO REGIONAL DE LA LIBERTAD - PROYECTO ESPECIAL CHAVIMOCHIC,LA LIBERTAD,CP-ABR-7-2026-PECH-2,CONTRATACIÓN DE SERVICIO DE ALIMENTACION PARA EL PERSONAL QUE LABORA EN EL CENTRO POBLADO DE CHAO-VIRU CONVENIO COLECTIVO AÑO 2022-2023  - LAUDO ARBITRAL,,Concurso Público Abreviado,services,602523.0,PEN,2026-08-13T15:40:00-05:00,3,False,1,602304.8,PEN,SERVICIOS GENERALES COSANC E.I.R.L.,False,LA LIBERTAD,True
ocds-dgv273-seacev3-1241168,2026-08,20,PE-CONSUCODE-32,GOBIERNO REGIONAL DE AMAZONAS SEDE CENTRAL,AMAZONAS,CP-ABR-19-2026-GRA/C-2,"SERVICIO DE CONSTRUCCIÓN DE UNA PLANTA DE PROCESAMIENTO DE HOJUELAS DE PAPA PARA EL PLAN DE NEGOCIO ¿CREACION DE UNA PLANTA PROCESADORA DE HOJUELAS DE PAPA, EN EL AEO ASOCIACION LOS AMBIENTALISTAS DE ALELUYA, DISTRITO DE LUYA VIEJO, PROVINCIA DE LUYA, REGION AMAZONAS¿. CON CUI 2714017",,Concurso Público Abreviado,services,138000.0,PEN,2026-08-13T15:29:00-05:00,8,False,1,129000.0,PEN,CONSORCIO EJECUTOR LUYA,False,AMAZONAS,True
ocds-dgv273-seacev3-1241169,2026-08,12,PE-CONSUCODE-1648,MUNICIPALIDAD PROVINCIAL DE PUNO,PUNO,SIE-SIE-27-2026-MPP/OC-1,"CONTRATACION DE BIENES ADQUISICION DE CEMENTO PORTLAND TIPO IP X 42.50KG. PARA LA EJECUCION FISICA DEL PROYECTO: CONSTRUCCION DE CALZADA Y VEREDA; EN EL(LA) PASAJE ANDINO (CUADRA 1 Y 2) DEL BARRIO TERCER MUNDO DISTRITO DE PUNO, PROVINCIA PUNO, DEPARTAMENTO PUNO, CON CUI N°2703756.",open,Subasta Inversa Electrónica,goods,164905.0,PEN,2026-08-13T16:28:00-05:00,5,False,1,153725.0,PEN,IMPORTACIONES CHAPI E.I.R.L.,False,PUNO,True
ocds-dgv273-seacev3-1241170,2026-08,4,PE-CONSUCODE-799,MUNICIPALIDAD DISTRITAL DE COLQUEMARCA,CUSCO,RES-PROC-1-2026-CE-OXI-MDC-CHUM-1,"CREACION DEL SERVICIO DE MOVILIDAD URBANA EN LAS 15 CALLES DE LA URBANIZACION HUACCOTO DEL CENTRO POBLADO DE COLQUEMARCA, DISTRITO DE COLQUEMARCA DE LA PROVINCIA DE CHUMBIVILCAS DEL DEPARTAMENTO DE CUSCO",open,Regímen Especial,services,18817853.32,PEN,2026-08-13T16:56:00-05:00,0,,0,,,,False,CUSCO,True
ocds-dgv273-seacev3-1241171,2026-08,6,PE-CONSUCODE-31,TRIBUNAL CONSTITUCIONAL,LIMA,DIRECTA-DIRECTA-2-2026-TC-1,"SEGUROS PERSONALES DE RIESGOS HUMANOS (ASISTENCIA MÉDICA COLECTIVA, VIDA LEY Y FORMACIÓN LABORAL)",direct,Contratación Directa,services,1586923.0,PEN,2026-08-18T12:52:00-05:00,1,True,1,1586923.0,PEN,RIMAC SEGUROS Y REASEGUROS,False,LIMA,True
ocds-dgv273-seacev3-1241173,2026-08,3,PE-CONSUCODE-200082,ZONA ARQUEOLOGICA CARAL,LIMA,SIE-SIE-2-2026-ZAC-UE.003/MC-1,ADQUISICION DE DIESEL PARA LAS UNIDADES VEHICULARES DE LA ZAC.,open,Subasta Inversa Electrónica,goods,0.0,PEN,2026-08-17T17:35:00-05:00,0,,0,,,,False,LIMA,True
ocds-dgv273-seacev3-1241174,2026-07,4,PE-CONSUCODE-204672,"CREACION Y MEJORAMIENTO DEL SERVICIO DE CATASTRO EN DISTRITOS SELECCIONADOS DE LAS PROVINCIAS DE LIMA, LAMBAYEQUE, CHICLAYO Y PIURA",LIMA,CONV-PROC-17-2026-UE003-CI-LT6-1,"DEVELOPER INTEGRACIÓN III, EN EL MARCO DEL CONVENIO ENTRE ICL Y LA UE003 ¿ COFOPRI",open,Convenio,services,5600.0,PEN,2026-08-13T16:21:00-05:00,3,False,1,5600.0,PEN,SEJURO SALAZAR JUAN YAMIL,False,LIMA,True
ocds-dgv273-seacev3-1241175,2026-08,9,PE-CONSUCODE-200351,UNIVERSIDAD NACIONAL DE JAEN,CAJAMARCA,COMPRE-COMPRE-2-2026-UNJ/DEC-1,ADQUISICION DE ESTACION TOTAL ELECTRONICA PARA EL LABORATORIO DE TOPOGRAFIA DE DEPARTAMENTO ACADEMICO DE INGENIERIA CIVIL DE LA UNIVERSIDAD NACIONAL DE JAÉN,open,Comparación de Precios,goods,65200.0,PEN,2026-08-13T16:42:00-05:00,3,False,1,65200.0,PEN,ALMACENES SANTUARIO DE SAN IGNACIO EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,False,CAJAMARCA,True
ocds-dgv273-seacev3-1241176,2026-08,16,PE-CONSUCODE-40,GOBIERNO REGIONAL DE HUANUCO SEDE CENTRAL,HUANUCO,CP-ABR-15-2026-GRH/OC-1,CONTRATACION DE SERVICIO DE VIGILANCIA Y SEGURIDAD INTEGRAL PARA LA SEDE CENTRAL Y LOCALES DEL GOBIERNO REGIONAL HUÁNUCO,,Concurso Público Abreviado,services,167187.75,PEN,2026-08-13T17:04:00-05:00,10,False,1,133690.0,PEN,P & R SEGURIDAD INTEGRAL SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,False,HUANUCO,True
